,counts,id
无聊,17,4929
小猪猪,17,4930
之下,17,4931
田螺,17,4932
抵,17,4933
限时,17,4934
一碟,17,4935
大杯,17,4936
人蛮,17,4937
商圈,17,4938
存在,17,4939
好味,17,4940
起司,17,4941
八宝,17,4942
茶香,17,4943
要加,17,4944
取号,17,4945
剪,17,4946
居多,17,4947
暂时,17,4948
清晰,17,4949
说真的,17,4950
天堂,17,4951
八,17,4952
菜汤,17,4953
任意,17,4954
景色,17,4955
大牌,17,4956
必备,17,4957
feel,17,4958
这条,17,4959
炸物,17,4960
和蔼,17,4961
纸杯,17,4962
假,17,4963
會,17,4964
大老远,17,4965
承认,17,4966
温热,17,4967
不错呀,17,4968
上错,17,4969
无数次,17,4970
地面,17,4971
人群,17,4972
果冻,17,4973
良好,17,4974
地铁口,17,4975
发觉,17,4976
伊秀,17,4977
两三个,17,4978
烤生,17,4979
于是乎,17,4980
鸡肋,17,4981
借,17,4982
评分,17,4983
狗,17,4984
惊呆,17,4985
滑嫩,17,4986
带到,17,4987
吃不消,17,4988
别有洞天,17,4989
小宝,17,4990
消化,17,4991
咸浆,16,4992
大失所望,16,4993
信价,16,4994
除非,16,4995
总会,16,4996
会员价,16,4997
烘焙,16,4998
亲戚,16,4999
南国,16,5000
半筋,16,5001
贵点,16,5002
原谅,16,5003
座椅,16,5004
六点半,16,5005
属,16,5006
快乐,16,5007
肉串,16,5008
路店,16,5009
上瘾,16,5010
总而言之,16,5011
hhh,16,5012
内里,16,5013
两人点,16,5014
眼泪,16,5015
好辣,16,5016
干干的,16,5017
田园,16,5018
晓得,16,5019
平均,16,5020
虾菇,16,5021
再有,16,5022
整齐,16,5023
碗筷,16,5024
通常,16,5025
熟菜,16,5026
800,16,5027
走到,16,5028
账单,16,5029
手里,16,5030
家店,16,5031
没开,16,5032
看图,16,5033
女人,16,5034
嫌弃,16,5035
爱喝,16,5036
来得及,16,5037
喝粥,16,5038
极品,16,5039
新元素,16,5040
那家店,16,5041
口味重,16,5042
很能,16,5043
拥有,16,5044
关掉,16,5045
填饱,16,5046
人流量,16,5047
单品,16,5048
仔粥,16,5049
飽,16,5050
当心,16,5051
尽然,16,5052
续,16,5053
有事,16,5054
打卡,16,5055
狗狗,16,5056
酒屋,16,5057
老师,16,5058
蝴蝶,16,5059
确定,16,5060
牛尾,16,5061
城外,16,5062
菜里,16,5063
真想,16,5064
啤,16,5065
探店,16,5066
春,16,5067
小碟,16,5068
吼吼,16,5069
鱼子酱,16,5070
那时,16,5071
舍不得,16,5072
十几块,16,5073
四只,16,5074
每家店,16,5075
太过,16,5076
油锅,16,5077
选用,16,5078
是从,16,5079
点击率,16,5080
有心,16,5081
味增,16,5082
钢丝,16,5083
罐子,16,5084
卤蛋,16,5085
做事,16,5086
肋眼,16,5087
热狗,16,5088
干巴巴,16,5089
盆子,16,5090
紧张,16,5091
看不懂,16,5092
奶奶,16,5093
展示,16,5094
一带,16,5095
激动,16,5096
凭,16,5097
肉包,16,5098
蜜瓜,16,5099
酥烂,16,5100
 ,16,5101
以来,16,5102
脆爽,16,5103
淋上,16,5104
缺,16,5105
留香,16,5106
马,16,5107
马蹄,16,5108
美食街,16,5109
新世界,16,5110
快递,16,5111
拽,16,5112
肉品,16,5113
他們,16,5114
麻鸡,16,5115
斜对面,16,5116
東西,16,5117
set,16,5118
虫子,16,5119
煨,16,5120
随时,16,5121
雪碧,16,5122
详细,16,5123
添,16,5124
好爽,16,5125
上座率,16,5126
一人份,16,5127
京都,16,5128
橱窗,16,5129
哪儿,16,5130
囧,16,5131
多么,16,5132
带我去,16,5133
5.8,16,5134
进步,16,5135
层面,16,5136
每月,16,5137
呗,16,5138
不可,16,5139
糍,16,5140
几,16,5141
新鮮,16,5142
韧劲,16,5143
友情,16,5144
海洋,16,5145
当季,16,5146
好长,16,5147
战斗力,16,5148
石榴,16,5149
更赞,16,5150
等于,16,5151
刺生,16,5152
沙子,16,5153
顺序,16,5154
稀,16,5155
到家,16,5156
店门,16,5157
外形,16,5158
小杯,16,5159
伯爵,16,5160
齁,16,5161
蚝油,16,5162
✪,16,5163
捧场,16,5164
鱼头汤,16,5165
开着,16,5166
超出,16,5167
黑暗,16,5168
品类,16,5169
湿,16,5170
至今,16,5171
不咸,16,5172
四份,16,5173
中锅,16,5174
<,16,5175
两面,16,5176
有位,16,5177
很值,16,5178
鳝,16,5179
加面,16,5180
佩服,16,5181
摊,16,5182
枸杞,16,5183
歌曲,16,5184
端午节,16,5185
回应,16,5186
大不如前,16,5187
电脑,16,5188
拉花,16,5189
大楼,16,5190
咸咸的,16,5191
营销,16,5192
蒸饺,16,5193
很合,16,5194
骨头汤,16,5195
真实,16,5196
a,16,5197
前段时间,15,5198
110,15,5199
大于,15,5200
時候,15,5201
夜晚,15,5202
花茶,15,5203
碧,15,5204
通风,15,5205
扣肉,15,5206
一绝,15,5207
答,15,5208
套路,15,5209
以至于,15,5210
很挤,15,5211
傍晚,15,5212
礼物,15,5213
桶,15,5214
牙齿,15,5215
黄色,15,5216
梦幻,15,5217
小米粥,15,5218
极佳,15,5219
两瓶,15,5220
现切,15,5221
做出,15,5222
路边摊,15,5223
烟,15,5224
长长的,15,5225
好几块,15,5226
嗒,15,5227
冰茶,15,5228
大明,15,5229
豆奶,15,5230
炙,15,5231
清单,15,5232
辛,15,5233
某个,15,5234
比较忙,15,5235
服务水平,15,5236
烤麸,15,5237
忽悠,15,5238
六元,15,5239
差差,15,5240
价格合理,15,5241
典雅,15,5242
老半天,15,5243
超足,15,5244
老年人,15,5245
书,15,5246
不及,15,5247
油豆腐,15,5248
历史,15,5249
凉爽,15,5250
油麦,15,5251
江西,15,5252
晒,15,5253
非要,15,5254
茶碗,15,5255
豌豆,15,5256
27,15,5257
莫名,15,5258
麻薯,15,5259
加冰,15,5260
日本料理,15,5261
吃得饱,15,5262
此处,15,5263
另点,15,5264
冰糕,15,5265
选在,15,5266
多元,15,5267
多余,15,5268
6.8,15,5269
肥厚,15,5270
硬是,15,5271
成分,15,5272
西点,15,5273
随着,15,5274
节目,15,5275
神马,15,5276
三只,15,5277
几只,15,5278
肉食动物,15,5279
错误,15,5280
好贵,15,5281
居,15,5282
→,15,5283
外送,15,5284
里头,15,5285
加分,15,5286
三分之一,15,5287
猕猴桃,15,5288
忽略,15,5289
た,15,5290
有木有,15,5291
友好,15,5292
十元,15,5293
砸,15,5294
再三,15,5295
001,15,5296
阿木,15,5297
寿司店,15,5298
心理,15,5299
充值,15,5300
珍珠奶茶,15,5301
茶树菇,15,5302
熊猫,15,5303
这块,15,5304
方便快捷,15,5305
渴,15,5306
随,15,5307
大好,15,5308
江团,15,5309
浸,15,5310
经历,15,5311
怎么回事,15,5312
订座,15,5313
会儿,15,5314
最棒,15,5315
速冻,15,5316
600,15,5317
平民,15,5318
大酒店,15,5319
烤完,15,5320
稻香,15,5321
蛮足,15,5322
八楼,15,5323
浇上,15,5324
臭味,15,5325
歪,15,5326
卤味,15,5327
面都,15,5328
爆炒,15,5329
绵软,15,5330
幽默,15,5331
土司,15,5332
凤尾,15,5333
震惊,15,5334
中华,15,5335
压根,15,5336
压抑,15,5337
百合,15,5338
复杂,15,5339
当初,15,5340
卖点,15,5341
昨天晚上,15,5342
王品,15,5343
偷笑,15,5344
场,15,5345
app,15,5346
瑶柱,15,5347
那份,15,5348
迟迟,15,5349
搞不清楚,15,5350
管,15,5351
淋,15,5352
山东,15,5353
抵用,15,5354
炸鱼,15,5355
160,15,5356
偏僻,15,5357
理念,15,5358
开到,15,5359
通知,15,5360
节假日,15,5361
顺风,15,5362
单一,15,5363
开胃菜,15,5364
蚵,15,5365
做菜,15,5366
敷衍,15,5367
难忘,15,5368
薛之谦,15,5369
取消,15,5370
国外,15,5371
现炸,15,5372
加料,15,5373
或是,15,5374
沟通,15,5375
干脆,15,5376
武,15,5377
气球,15,5378
同伴,15,5379
不同于,15,5380
厨艺,15,5381
出色,15,5382
人流,15,5383
歇歇脚,15,5384
老实,15,5385
状,15,5386
流口水,15,5387
难受,15,5388
没用,15,5389
闺密,15,5390
伙伴,15,5391
红宝石,15,5392
证明,15,5393
菜菜,15,5394
闵行,15,5395
同意,15,5396
霸气,15,5397
起点,15,5398
coco,15,5399
合格,15,5400
k11,15,5401
打浦桥,15,5402
😄,15,5403
再配,15,5404
特有,15,5405
泡面,15,5406
彻底,15,5407
卡座,15,5408
海报,15,5409
私人,15,5410
优质,15,5411
改变,15,5412
精,15,5413
咸鲜,15,5414
贝壳,15,5415
糕点,15,5416
炸得,15,5417
生日蛋糕,15,5418
能力,15,5419
世纪,15,5420
谱,15,5421
反倒,15,5422
高级,15,5423
播放,15,5424
公里,15,5425
艇,15,5426
反映,15,5427
巧,15,5428
两样,15,5429
撤,15,5430
闹,15,5431
大华,15,5432
好久好久,15,5433
投诉,15,5434
苹果汁,15,5435
一两,15,5436
九肚鱼,15,5437
看得见,15,5438
应,15,5439
另加,15,5440
称重,15,5441
地好,15,5442
新鲜感,14,5443
无感,14,5444
加菲猫,14,5445
不开,14,5446
竹,14,5447
间隔,14,5448
口腔,14,5449
明确,14,5450
茸,14,5451
海鲜类,14,5452
最为,14,5453
说不上,14,5454
画,14,5455
帮助,14,5456
坐等,14,5457
花雕,14,5458
导航,14,5459
丁丁,14,5460
玫瑰花,14,5461
万,14,5462
到手,14,5463
菜谱,14,5464
十年,14,5465
太饿,14,5466
美观,14,5467
耳朵,14,5468
八个,14,5469
配套,14,5470
赚,14,5471
話,14,5472
老九,14,5473
附赠,14,5474
场面,14,5475
小牛肉,14,5476
端午,14,5477
店好,14,5478
梅菜,14,5479
49,14,5480
两道,14,5481
折后,14,5482
尿,14,5483
内脏,14,5484
优格,14,5485
狠,14,5486
老房子,14,5487
植物,14,5488
推送,14,5489
is,14,5490
鸭架,14,5491
不上,14,5492
达到,14,5493
芒,14,5494
情愿,14,5495
点名,14,5496
经,14,5497
带回去,14,5498
炸鸡翅,14,5499
老大,14,5500
国营,14,5501
冰柜,14,5502
掉下来,14,5503
保温,14,5504
绿豆,14,5505
多加,14,5506
鲍汁,14,5507
无需,14,5508
520,14,5509
六一,14,5510
配饭,14,5511
尽快,14,5512
人要,14,5513
很想,14,5514
捡,14,5515
带娃,14,5516
裡面,14,5517
望湘园,14,5518
猪仔,14,5519
这桌,14,5520
缩水,14,5521
有次,14,5522
喝杯,14,5523
所在,14,5524
酸豆角,14,5525
两根,14,5526
顺带,14,5527
茶壶,14,5528
太长,14,5529
咸淡适中,14,5530
安格斯,14,5531
黄豆粉,14,5532
蜂巢,14,5533
换购,14,5534
拿走,14,5535
意义,14,5536
领,14,5537
招行,14,5538
围兜,14,5539
大力,14,5540
没洗,14,5541
夏丽,14,5542
众多,14,5543
雨,14,5544
惊,14,5545
眼前一亮,14,5546
冰拿铁,14,5547
午休,14,5548
002,14,5549
团子,14,5550
不功,14,5551
客满,14,5552
挺旺,14,5553
.......,14,5554
還不錯,14,5555
雨天,14,5556
but,14,5557
软烂,14,5558
热饮,14,5559
亲们,14,5560
锅包肉,14,5561
各位,14,5562
還,14,5563
爷叔,14,5564
七个,14,5565
和面,14,5566
宝乐汇,14,5567
926,14,5568
前后,14,5569
弥补,14,5570
时常,14,5571
肉末,14,5572
格外,14,5573
得来,14,5574
金沙,14,5575
馕,14,5576
人士,14,5577
包饭,14,5578
口音,14,5579
一大半,14,5580
小馆,14,5581
蛋饺,14,5582
饮食,14,5583
友人,14,5584
LG,14,5585
必思,14,5586
用券,14,5587
太饱,14,5588
瓜子,14,5589
蹄,14,5590
君,14,5591
小龙,14,5592
敞亮,14,5593
盯,14,5594
星游城,14,5595
各自,14,5596
食之秘,14,5597
下层,14,5598
艺术,14,5599
多春鱼,14,5600
孕妇,14,5601
鸭蛋,14,5602
糯米鸡,14,5603
丝绒,14,5604
轻轻,14,5605
呵,14,5606
哇塞,14,5607
咀嚼,14,5608
意境,14,5609
😍,14,5610
一米,14,5611
单后,14,5612
走路,14,5613
咖啡师,14,5614
西柚,14,5615
追求,14,5616
桂鱼,14,5617
乱七八糟,14,5618
袋,14,5619
发挥,14,5620
走廊,14,5621
聚,14,5622
嫌,14,5623
百年,14,5624
青柠,14,5625
毛蟹,14,5626
从来不,14,5627
劝,14,5628
非常少,14,5629
周三,14,5630
DIY,14,5631
暗暗,14,5632
看样子,14,5633
作,14,5634
鹅肉,14,5635
外焦里嫩,14,5636
新手,14,5637
细粉,14,5638
点错,14,5639
主角,14,5640
辣肉面,14,5641
员,14,5642
P,14,5643
品种繁多,14,5644
古朴,14,5645
這樣,14,5646
考究,14,5647
配方,14,5648
私房,14,5649
在外,14,5650
一刻钟,14,5651
即往,14,5652
马来,14,5653
超有,14,5654
二期,14,5655
鸭头,14,5656
enjoy,14,5657
定西路,14,5658
午饭时间,14,5659
另一家,14,5660
市场,14,5661
换骨,14,5662
009,14,5663
设备,14,5664
主推,14,5665
北京烤鸭,14,5666
功课,14,5667
营业时间,14,5668
│,14,5669
演唱会,14,5670
003,14,5671
杨,14,5672
太足,14,5673
学,14,5674
廉价,14,5675
畅,14,5676
必去,14,5677
凑热闹,14,5678
正正好好,14,5679
流程,14,5680
可尔,14,5681
两大,14,5682
吊,14,5683
岛,14,5684
闪电,14,5685
一整只,14,5686
两楼,14,5687
完成,14,5688
和蔼可亲,14,5689
差远了,14,5690
一声,14,5691
刀叉,14,5692
咬不动,14,5693
清口,14,5694
福袋,14,5695
较为,14,5696
商铺,14,5697
松江,14,5698
飞来飞去,14,5699
人民,14,5700
吃惯,14,5701
006,14,5702
惊人,14,5703
不干,14,5704
门外,14,5705
软嫩,14,5706
一问,14,5707
乘着,14,5708
用户,14,5709
鱼子,14,5710
夜,14,5711
统统,14,5712
麦,13,5713
必来,13,5714
友善,13,5715
小辣,13,5716
挑战,13,5717
走走,13,5718
厥,13,5719
极,13,5720
大麦茶,13,5721
优秀,13,5722
還會,13,5723
闲逛,13,5724
脆骨,13,5725
腰果,13,5726
接单,13,5727
小熊,13,5728
异味,13,5729
对方,13,5730
养眼,13,5731
话梅,13,5732
台灣,13,5733
太软,13,5734
附送,13,5735
双球,13,5736
挺贵,13,5737
毁,13,5738
脑子,13,5739
阿根廷,13,5740
面包片,13,5741
不时,13,5742
什锦,13,5743
豆角,13,5744
半肉,13,5745
长寿面,13,5746
调调,13,5747
碰,13,5748
三天,13,5749
158,13,5750
默默,13,5751
签到,13,5752
遇见,13,5753
热气腾腾,13,5754
从小,13,5755
万岛,13,5756
hour,13,5757
临走,13,5758
宾馆,13,5759
三片,13,5760
薄片,13,5761
爱心,13,5762
新鲜出炉,13,5763
形成,13,5764
很劲道,13,5765
自由,13,5766
拔丝,13,5767
见仁见智,13,5768
曾,13,5769
佛跳墙,13,5770
打扫,13,5771
中杯,13,5772
退掉,13,5773
宁愿,13,5774
浆,13,5775
烤炉,13,5776
白吃,13,5777
升级版,13,5778
烤乳猪,13,5779
火烧,13,5780
方向,13,5781
似,13,5782
可怕,13,5783
五元,13,5784
加工费,13,5785
商业,13,5786
老式,13,5787
环贸,13,5788
右边,13,5789
腐皮,13,5790
自助餐厅,13,5791
显然,13,5792
心头,13,5793
完折,13,5794
椰肉,13,5795
过段时间,13,5796
门前,13,5797
完菜,13,5798
Fi,13,5799
同等,13,5800
长队,13,5801
老鼠,13,5802
高汤,13,5803
气味,13,5804
仙,13,5805
光明,13,5806
照烧,13,5807
抱歉,13,5808
豉汁,13,5809
不太爱,13,5810
第一轮,13,5811
这口,13,5812
澳门,13,5813
点心店,13,5814
黄鳝,13,5815
菜叶,13,5816
密码,13,5817
中途,13,5818
品,13,5819
聊聊,13,5820
朱家角,13,5821
木质,13,5822
粒粒,13,5823
甩,13,5824
必定,13,5825
如今,13,5826
孔雀,13,5827
只会,13,5828
水分,13,5829
倍,13,5830
幽雅,13,5831
share,13,5832
七夕节,13,5833
热死,13,5834
手上,13,5835
中环,13,5836
238,13,5837
b2,13,5838
い,13,5839
懒人,13,5840
本家,13,5841
舍得,13,5842
铺满,13,5843
爸爸妈妈,13,5844
五谷,13,5845
例外,13,5846
追加,13,5847
一大堆,13,5848
胸肉,13,5849
骨盆,13,5850
对待,13,5851
杀,13,5852
面包房,13,5853
佐料,13,5854
杯水,13,5855
爆炸,13,5856
紫,13,5857
花钱,13,5858
005,13,5859
眼镜,13,5860
十几分钟,13,5861
coffee,13,5862
̫,13,5863
声,13,5864
福音,13,5865
沙漏,13,5866
里加,13,5867
奶精,13,5868
会上,13,5869
蛋饼,13,5870
别说,13,5871
安心,13,5872
五一,13,5873
吸收,13,5874
不热,13,5875
超嫩,13,5876
蛮香,13,5877
两盘,13,5878
冬瓜茶,13,5879
金山,13,5880
宽面,13,5881
很久很久,13,5882
蓝蛙,13,5883
Wi,13,5884
一早,13,5885
来回,13,5886
挺赞,13,5887
身,13,5888
定价,13,5889
完毕,13,5890
哥哥,13,5891
清清爽爽,13,5892
相聚,13,5893
咔,13,5894
正巧,13,5895
碰上,13,5896
临近,13,5897
雖然,13,5898
不知不觉,13,5899
千岛,13,5900
彩虹,13,5901
蜜汁,13,5902
三颗,13,5903
good,13,5904
炉子,13,5905
今日,13,5906
醬,13,5907
圈子,13,5908
辣府,13,5909
一人食,13,5910
扶,13,5911
里边,13,5912
想不出,13,5913
手切,13,5914
时间段,13,5915
怀孕,13,5916
窜,13,5917
三张,13,5918
肉丝面,13,5919
差到,13,5920
亮,13,5921
古北,13,5922
肉饼,13,5923
大菜,13,5924
苦苦,13,5925
哪些,13,5926
丝丝,13,5927
米浆,13,5928
计较,13,5929
很空,13,5930
名副其实,13,5931
合胃口,13,5932
那款,13,5933
柔和,13,5934
手指,13,5935
提议,13,5936
✧,13,5937
ཻ,13,5938
没喝,13,5939
一樣,13,5940
每日,13,5941
懂得,13,5942
八爪,13,5943
鸽子,13,5944
婚宴,13,5945
肠胃,13,5946
得知,13,5947
很酸,13,5948
萝卜丝,13,5949
泡泡,13,5950
炙烤,13,5951
供,13,5952
叉子,13,5953
绿叶菜,13,5954
应有尽有,13,5955
少量,13,5956
莆田,13,5957
两周,13,5958
0,13,5959
斗,13,5960
果真,13,5961
足矣,13,5962
青豆,13,5963
通心粉,13,5964
换盘,13,5965
辣椒酱,13,5966
苏州,13,5967
游,13,5968
吃宵夜,13,5969
涩,13,5970
放盐,13,5971
快要,13,5972
肉食,13,5973
点半到,13,5974
一扫,13,5975
睡着,13,5976
蚌,13,5977
实实在在,13,5978
陈旧,13,5979
第三,13,5980
元券,13,5981
缺少,13,5982
核算,13,5983
蛮赞,13,5984
鸡毛,13,5985
汤鱼,13,5986
听听,13,5987
我能,13,5988
kitty,13,5989
难免,13,5990
几块钱,13,5991
公交,13,5992
莘庄,13,5993
沙棘,13,5994
户外,13,5995
体贴,13,5996
躺,13,5997
烤焦,13,5998
小盆友,13,5999
缤谷,12,6000
十几个,12,6001
咖啡豆,12,6002
现烧,12,6003
劵,12,6004
多才,12,6005
催促,12,6006
肌肉,12,6007
新西兰,12,6008
一向,12,6009
软壳,12,6010
层次感,12,6011
出菜,12,6012
暴雨,12,6013
结算,12,6014
吃顿,12,6015
蕨,12,6016
每位,12,6017
正规,12,6018
并非,12,6019
售卖,12,6020
枣泥,12,6021
文昌鸡,12,6022
半饱,12,6023
蛋皮,12,6024
解解,12,6025
眷村,12,6026
多宝鱼,12,6027
送上,12,6028
钳,12,6029
略少,12,6030
小鱼,12,6031
很肥,12,6032
烤肠,12,6033
室友,12,6034
左边,12,6035
大骨,12,6036
成品,12,6037
土豪,12,6038
拎,12,6039
人间,12,6040
殷勤,12,6041
赶来,12,6042
赶快,12,6043
拔个,12,6044
源,12,6045
课,12,6046
飞机,12,6047
再见,12,6048
肉感,12,6049
溜达,12,6050
远远,12,6051
开发,12,6052
吵架,12,6053
看书,12,6054
没空,12,6055
小盘,12,6056
瓜,12,6057
＿,12,6058
紫苏,12,6059
卷饼,12,6060
卫生状况,12,6061
好坏,12,6062
必买,12,6063
相似,12,6064
感叹,12,6065
羊棒,12,6066
韧性,12,6067
英国,12,6068
铁锅,12,6069
外壳,12,6070
缭绕,12,6071
学妹,12,6072
笑脸,12,6073
蛮有意思,12,6074
指导,12,6075
螺,12,6076
果木,12,6077
绝,12,6078
一场,12,6079
报,12,6080
飘香,12,6081
需不需要,12,6082
期望值,12,6083
调配,12,6084
谷物,12,6085
本地人,12,6086
太撑,12,6087
原以为,12,6088
四十分钟,12,6089
卖力,12,6090
红红的,12,6091
阳台,12,6092
苏打水,12,6093
舌头,12,6094
̎,12,6095
梨,12,6096
长桌,12,6097
双味,12,6098
莲藕,12,6099
大丸,12,6100
简陋,12,6101
系,12,6102
团队,12,6103
女士,12,6104
厨子,12,6105
⁽,12,6106
ing,12,6107
soso,12,6108
盐焗鸡,12,6109
s,12,6110
油腻腻,12,6111
爪子,12,6112
口福,12,6113
炎热,12,6114
嫩嫩,12,6115
单价,12,6116
牛排肉,12,6117
两边,12,6118
全吃,12,6119
喂,12,6120
蹄膀,12,6121
46,12,6122
台子,12,6123
香芒,12,6124
時間,12,6125
喉咙,12,6126
皮薄,12,6127
第二杯,12,6128
市中心,12,6129
驻唱,12,6130
激烈,12,6131
改成,12,6132
店要,12,6133
微笑服务,12,6134
串串香,12,6135
昌里,12,6136
深得我心,12,6137
朴实,12,6138
书店,12,6139
吃吃饭,12,6140
滋滋,12,6141
蜜桃,12,6142
任性,12,6143
可想而知,12,6144
’,12,6145
咋样,12,6146
两吃,12,6147
几道,12,6148
香喷喷,12,6149
说量,12,6150
淘,12,6151
心意,12,6152
结,12,6153
肉圆,12,6154
旗舰店,12,6155
放多,12,6156
便饭,12,6157
吃素,12,6158
外地,12,6159
讲解,12,6160
日期,12,6161
人桌,12,6162
推销,12,6163
折腾,12,6164
驴肉,12,6165
肉多,12,6166
碰巧,12,6167
节,12,6168
基友,12,6169
大哥,12,6170
达美乐,12,6171
还算蛮,12,6172
不符,12,6173
黑巧,12,6174
看过,12,6175
感情,12,6176
特级,12,6177
出头,12,6178
不愧为,12,6179
对胃口,12,6180
轻松,12,6181
吃太多,12,6182
豆制品,12,6183
惊讶,12,6184
比目鱼,12,6185
东方明珠,12,6186
单买,12,6187
一路上,12,6188
转身,12,6189
詹姆士,12,6190
不大好,12,6191
记不住,12,6192
拿出,12,6193
楼上楼下,12,6194
半分,12,6195
high,12,6196
三两,12,6197
超越,12,6198
不通,12,6199
鹅掌,12,6200
插,12,6201
人好,12,6202
起眼,12,6203
巨,12,6204
不愿,12,6205
眼球,12,6206
圆桌,12,6207
本土,12,6208
插队,12,6209
战斧,12,6210
早到,12,6211
心血来潮,12,6212
烙,12,6213
好慢,12,6214
年夜饭,12,6215
下咽,12,6216
瘦肉,12,6217
村,12,6218
五香,12,6219
苗,12,6220
帕鲁达,12,6221
這,12,6222
蕃茄,12,6223
平菇,12,6224
虾子,12,6225
座无虚席,12,6226
排位,12,6227
少见,12,6228
不论,12,6229
说起,12,6230
8.8,12,6231
分明,12,6232
眼,12,6233
赶早,12,6234
狂,12,6235
95,12,6236
毫不犹豫,12,6237
印度人,12,6238
烧酒,12,6239
利用,12,6240
久久,12,6241
身边,12,6242
空盘,12,6243
之选,12,6244
脖,12,6245
粗粮,12,6246
玉子,12,6247
虾壳,12,6248
少得,12,6249
濃郁,12,6250
开背,12,6251
天太热,12,6252
甜面酱,12,6253
浓烈,12,6254
概念,12,6255
六楼,12,6256
山寨,12,6257
星期五,12,6258
无锡,12,6259
小宝宝,12,6260
结帐,12,6261
∩,12,6262
空着,12,6263
红汤,12,6264
末,12,6265
一支,12,6266
六月,12,6267
响油鳝,12,6268
‘,12,6269
老虎,12,6270
麻油,12,6271
素鸡,12,6272
小家伙,12,6273
繁多,12,6274
收到,12,6275
店人,12,6276
玩偶,12,6277
九层,12,6278
螺肉,12,6279
草虾,12,6280
龙凤,12,6281
更棒,12,6282
问问,12,6283
粉皮,12,6284
核对,12,6285
DQ,12,6286
长脚,12,6287
茭白,12,6288
冠军,12,6289
留着,12,6290
糍饭,12,6291
长条,12,6292
深深,12,6293
出奇,12,6294
铜锣,12,6295
徐汇,12,6296
开水,12,6297
菜市场,12,6298
心动,12,6299
盐水,12,6300
此次,12,6301
叔叔,11,6302
w,11,6303
纷纷,11,6304
汤好,11,6305
两串,11,6306
新人,11,6307
山王,11,6308
现代,11,6309
鱼骨,11,6310
蜀,11,6311
弱,11,6312
没得,11,6313
迟到,11,6314
蛮辣,11,6315
很腥,11,6316
粤菜馆,11,6317
KFC,11,6318
超快,11,6319
白粥,11,6320
够劲,11,6321
好歹,11,6322
实体店,11,6323
办公楼,11,6324
即便,11,6325
咸甜,11,6326
五月,11,6327
偏好,11,6328
发展,11,6329
第二口,11,6330
姜茶,11,6331
蒜苗,11,6332
多数,11,6333
加量,11,6334
滴水,11,6335
地图,11,6336
本次,11,6337
见图,11,6338
订好,11,6339
好棒,11,6340
驱车,11,6341
同一个,11,6342
葱姜,11,6343
馍,11,6344
强烈要求,11,6345
气质,11,6346
to,11,6347
主营,11,6348
事实,11,6349
车库,11,6350
饲,11,6351
邻桌,11,6352
洛神,11,6353
个性,11,6354
全靠,11,6355
寿宁,11,6356
行为,11,6357
纽约,11,6358
宽敞明亮,11,6359
十八,11,6360
睡,11,6361
马虎,11,6362
薰衣草,11,6363
客流量,11,6364
湖南,11,6365
五六,11,6366
起來,11,6367
送菜,11,6368
永康,11,6369
豆捞坊,11,6370
外地人,11,6371
滨江,11,6372
条虾,11,6373
好鲜,11,6374
上档次,11,6375
气派,11,6376
台面,11,6377
各种各样,11,6378
出错,11,6379
信,11,6380
青木瓜,11,6381
菜烧,11,6382
這次,11,6383
真爱,11,6384
凤梨,11,6385
竹笋,11,6386
肺,11,6387
肋,11,6388
田林,11,6389
15%,11,6390
闲,11,6391
700,11,6392
恒隆,11,6393
啧啧,11,6394
赶着,11,6395
俱佳,11,6396
很厚,11,6397
多放点,11,6398
太坑,11,6399
咳嗽,11,6400
刚点,11,6401
Kitty,11,6402
宾至如归,11,6403
一回,11,6404
饭里,11,6405
可谓,11,6406
差太多,11,6407
令,11,6408
炒鸡蛋,11,6409
活鱼,11,6410
几串,11,6411
目鱼,11,6412
costa,11,6413
针对,11,6414
黑金,11,6415
时隔,11,6416
有料,11,6417
卡通,11,6418
埋单,11,6419
糖醋排骨,11,6420
养乐多,11,6421
碱水,11,6422
默认,11,6423
舌尖,11,6424
骗人,11,6425
回归,11,6426
完才,11,6427
忍,11,6428
好意思,11,6429
侬,11,6430
各色,11,6431
好足,11,6432
图案,11,6433
极慢,11,6434
南阳,11,6435
已經,11,6436
甜口,11,6437
爱吃鱼,11,6438
泡沫,11,6439
样式,11,6440
整块,11,6441
白眼,11,6442
先给,11,6443
番石榴,11,6444
石板,11,6445
星级,11,6446
各点,11,6447
保障,11,6448
分离,11,6449
無,11,6450
安慰,11,6451
行动,11,6452
记录,11,6453
慎点,11,6454
当着,11,6455
标注,11,6456
川,11,6457
有来,11,6458
鸭掌,11,6459
吉祥,11,6460
和善,11,6461
女票,11,6462
完胜,11,6463
逗,11,6464
立即,11,6465
咬开,11,6466
不但,11,6467
粽,11,6468
偶遇,11,6469
‼,11,6470
五块,11,6471
腰,11,6472
翠华,11,6473
四斤,11,6474
均,11,6475
香茅,11,6476
桑拿,11,6477
表现,11,6478
好难,11,6479
拼盆,11,6480
很深,11,6481
象拔蚌,11,6482
处于,11,6483
月份,11,6484
扶梯,11,6485
溜,11,6486
添水,11,6487
宜家,11,6488
ー,11,6489
一趟,11,6490
听过,11,6491
十一点半,11,6492
视野,11,6493
娄山关,11,6494
样样,11,6495
接到,11,6496
甜糯,11,6497
宝龙,11,6498
还开,11,6499
ε,11,6500
碰头,11,6501
听见,11,6502
卡哇伊,11,6503
允许,11,6504
