,counts,id
鱼类,11,6429
奢华,11,6430
事实,11,6431
蒜苗,11,6432
房,11,6433
现点,11,6434
篮子,11,6435
滚,11,6436
無,11,6437
生姜,11,6438
养乐多,11,6439
两串,11,6440
偏好,11,6441
外地人,11,6442
胸,11,6443
参与,11,6444
十八,11,6445
冰淇凌,11,6446
不太高,11,6447
扫兴,11,6448
香茅,11,6449
田林,11,6450
一丁,11,6451
处于,11,6452
驱车,11,6453
炒鸡蛋,11,6454
意犹未尽,11,6455
视野,11,6456
送菜,11,6457
五六,11,6458
标注,11,6459
葱姜,11,6460
资深,11,6461
汤好,11,6462
风扇,11,6463
特别之处,11,6464
33,11,6465
溜,11,6466
山王,11,6467
重量,11,6468
粽,11,6469
各式各样,11,6470
剩余,11,6471
起來,11,6472
够劲,11,6473
人餐,11,6474
亭,11,6475
逗,11,6476
穿过,11,6477
糖水,11,6478
英式,11,6479
搞不清,11,6480
香酥鸡,11,6481
同一个,11,6482
气派,11,6483
挺高,11,6484
鱼骨,11,6485
蛏,11,6486
闺女,11,6487
竹笋,11,6488
愿望,11,6489
寿宁,11,6490
字数,11,6491
偶遇,11,6492
居民区,11,6493
先到,11,6494
to,11,6495
一进,11,6496
吃来吃去,11,6497
木桥,11,6498
泡沫,11,6499
回归,11,6500
融入,11,6501
鸡腿肉,11,6502
ー,11,6503
令,11,6504
大成,11,6505
65,11,6506
一趟,11,6507
一罐,11,6508
Kitty,11,6509
葱饼,11,6510
敬业,11,6511
使得,11,6512
宜家,11,6513
炸虾,11,6514
英文,11,6515
十一点半,11,6516
一茶,11,6517
大排长龙,11,6518
脆嫩,11,6519
辛辣,11,6520
小桌子,11,6521
尼玛,11,6522
哺,11,6523
白粥,11,6524
娘,11,6525
侬,11,6526
覆盖,11,6527
保障,11,6528
酥饼,11,6529
加量,11,6530
皇后,11,6531
高分,11,6532
一问三不知,11,6533
刚点,11,6534
不易,11,6535
多数,11,6536
滴水,11,6537
咳嗽,11,6538
ε,11,6539
川沙,11,6540
无人,11,6541
‼,11,6542
挺好玩,11,6543
禁烟,11,6544
碱水,11,6545
耽误,11,6546
隐藏,11,6547
仍,11,6548
台面,11,6549
bar,11,6550
蜀,11,6551
肠子,11,6552
第二口,11,6553
埋单,11,6554
七,11,6555
麻球,11,6556
捧,11,6557
骗人,11,6558
上层,11,6559
杨浦,11,6560
添水,11,6561
认可,11,6562
立即,11,6563
扶梯,11,6564
没得,11,6565
打个,11,6566
九点半,11,6567
蛮辣,11,6568
行为,11,6569
白桃,11,6570
个性,11,6571
古典,11,6572
分数,11,6573
铜锅,11,6574
绰绰有余,11,6575
说不出,11,6576
还开,11,6577
刀功,11,6578
咬开,11,6579
睡,11,6580
疯狂,11,6581
首次,11,6582
默认,11,6583
五块,11,6584
允许,11,6585
听过,11,6586
太累,11,6587
品相,11,6588
青蟹,11,6589
要钱,11,6590
长辈,11,6591
棒棒糖,11,6592
差太多,11,6593
石板,11,6594
客流量,11,6595
浓度,11,6596
上档次,11,6597
就点,11,6598
弱,11,6599
女票,11,6600
运动,11,6601
收走,11,6602
萝卜干,11,6603
宾至如归,11,6604
辣手,11,6605
搬家,11,6606
油水,11,6607
饭里,11,6608
糖醋排骨,11,6609
时隔,11,6610
星级,11,6611
绿地,11,6612
酸爽,11,6613
多放点,11,6614
针对,11,6615
马虎,11,6616
很深,11,6617
忍,11,6618
面子,11,6619
牛角,11,6620
不但,11,6621
好歹,11,6622
五月,11,6623
w,11,6624
有料,11,6625
馍,11,6626
很腥,11,6627
赤豆,11,6628
净,11,6629
即便,11,6630
有来,11,6631
办公楼,11,6632
主营,11,6633
甜口,11,6634
火车头,11,6635
姜茶,11,6636
正式,11,6637
信,11,6638
去处,11,6639
放久,11,6640
89,11,6641
月份,11,6642
舞台,11,6643
泡茶,11,6644
煲汤,11,6645
广式,11,6646
余地,11,6647
见图,11,6648
碰头,11,6649
四斤,11,6650
注重,11,6651
指甲,11,6652
真爱,11,6653
样样,11,6654
啧啧,11,6655
me,11,6656
巨鹿路,11,6657
拼盆,11,6658
甜糯,11,6659
娄山关,11,6660
一倍,11,6661
地图,11,6662
慎点,11,6663
青木瓜,11,6664
爱吃鱼,11,6665
气质,11,6666
行动,11,6667
宝龙,11,6668
误打误撞,11,6669
加州,11,6670
凤梨,11,6671
叔叔,11,6672
2.5,11,6673
满多,11,6674
纷纷,11,6675
豆捞坊,11,6676
疼,11,6677
接到,11,6678
湖南,11,6679
比赛,11,6680
工具,11,6681
模样,11,6682
河虾,11,6683
五十,11,6684
着急,11,6685
条虾,11,6686
订好,11,6687
强烈要求,11,6688
滨江,11,6689
样式,11,6690
黑金,11,6691
俱佳,11,6692
完胜,11,6693
当着,11,6694
象拔蚌,11,6695
鸭掌,11,6696
午间,11,6697
记录,11,6698
整块,11,6699
饲,11,6700
质地,11,6701
闲,11,6702
童鞋,11,6703
好难,11,6704
很厚,11,6705
费劲,10,6706
拿个,10,6707
胖胖的,10,6708
普洱,10,6709
小虾,10,6710
配个,10,6711
闪付,10,6712
炸豆,10,6713
崇明,10,6714
别提,10,6715
饿着肚子,10,6716
两百,10,6717
黄花鱼,10,6718
为止,10,6719
那儿,10,6720
油烟,10,6721
不旺,10,6722
这才,10,6723
不虚此行,10,6724
磨,10,6725
归,10,6726
睡觉,10,6727
惹,10,6728
粤式,10,6729
咬起来,10,6730
办卡,10,6731
罢了,10,6732
后者,10,6733
季,10,6734
す,10,6735
底楼,10,6736
办完,10,6737
金汤,10,6738
约翰,10,6739
洗洗,10,6740
无烟,10,6741
一部分,10,6742
店外,10,6743
不饿,10,6744
象山,10,6745
四川北路,10,6746
地锅,10,6747
母上,10,6748
250,10,6749
大拇指,10,6750
福州路,10,6751
薯格,10,6752
加一点,10,6753
我俩,10,6754
不肥,10,6755
餐饮业,10,6756
in,10,6757
般,10,6758
放假,10,6759
版本,10,6760
西郊,10,6761
52,10,6762
面吃,10,6763
颠覆,10,6764
流动,10,6765
花枝,10,6766
略油,10,6767
开阔,10,6768
没动,10,6769
hold,10,6770
纸袋,10,6771
素材,10,6772
美貌,10,6773
S,10,6774
来晚,10,6775
鹰嘴豆,10,6776
酿,10,6777
原始,10,6778
甲鱼,10,6779
人们,10,6780
炭烧,10,6781
很久以前,10,6782
吓死,10,6783
平均水平,10,6784
讲道理,10,6785
长久,10,6786
华夫饼,10,6787
就行,10,6788
一幢,10,6789
四川人,10,6790
费用,10,6791
纯手工,10,6792
小憩,10,6793
私密,10,6794
粢,10,6795
咧,10,6796
古老,10,6797
浪漫,10,6798
神,10,6799
送个,10,6800
吃好饭,10,6801
小洋房,10,6802
哥们,10,6803
离谱,10,6804
沙冰,10,6805
喝下去,10,6806
那层,10,6807
鸡鸭,10,6808
项目,10,6809
で,10,6810
大壶,10,6811
架,10,6812
碗饭,10,6813
藤椒,10,6814
中西,10,6815
堵,10,6816
目前为止,10,6817
星空,10,6818
红虾,10,6819
饭馆,10,6820
͡,10,6821
卖家,10,6822
烟雾,10,6823
〖,10,6824
加盟店,10,6825
呲,10,6826
蒙,10,6827
差异,10,6828
毕业,10,6829
烤熟,10,6830
快捷,10,6831
刀豆,10,6832
果蔬,10,6833
欧,10,6834
全麦,10,6835
92,10,6836
集,10,6837
歌手,10,6838
拜托,10,6839
要赞,10,6840
上传,10,6841
谈谈,10,6842
噗,10,6843
上火,10,6844
噌,10,6845
意料,10,6846
黄米,10,6847
360,10,6848
扎啤,10,6849
装在,10,6850
⁎,10,6851
心满意足,10,6852
常吃,10,6853
出锅,10,6854
简简单单,10,6855
稀饭,10,6856
负责人,10,6857
脏脏,10,6858
老好,10,6859
张江,10,6860
小强,10,6861
说法,10,6862
客服,10,6863
新品种,10,6864
肉少,10,6865
٩,10,6866
遵义,10,6867
四桌,10,6868
关心,10,6869
一汤,10,6870
wagas,10,6871
钻,10,6872
恐怖,10,6873
愣,10,6874
〗,10,6875
时刻,10,6876
五折,10,6877
感兴趣,10,6878
鸡腿饭,10,6879
送错,10,6880
略低,10,6881
太早,10,6882
扎,10,6883
虫,10,6884
视频,10,6885
dp,10,6886
见面,10,6887
明智,10,6888
响应,10,6889
鸡肉饭,10,6890
烟味,10,6891
鸡公,10,6892
半年,10,6893
不满,10,6894
鉴于,10,6895
症,10,6896
菜心,10,6897
老奶,10,6898
忍住,10,6899
很弹,10,6900
人选,10,6901
肉蛮,10,6902
几杯,10,6903
人位,10,6904
本店,10,6905
不起,10,6906
我用,10,6907
汤味,10,6908
换来,10,6909
小绍兴,10,6910
美味佳肴,10,6911
分为,10,6912
屏幕,10,6913
人座,10,6914
冰渣,10,6915
这辈子,10,6916
吃螃蟹,10,6917
偷工减料,10,6918
👏,10,6919
八色,10,6920
view,10,6921
捞饭,10,6922
吸烟区,10,6923
赶过去,10,6924
必选,10,6925
全部都是,10,6926
负担,10,6927
押金,10,6928
小肉,10,6929
博物馆,10,6930
状况,10,6931
服装,10,6932
色素,10,6933
阳春面,10,6934
半成品,10,6935
ˋ,10,6936
休息天,10,6937
流心,10,6938
脸上,10,6939
大众化,10,6940
拼命,10,6941
鹹,10,6942
力荐,10,6943
腻味,10,6944
今晚,10,6945
不论是,10,6946
白萝卜,10,6947
讚,10,6948
降低,10,6949
女孩,10,6950
一进店,10,6951
相差,10,6952
坐地铁,10,6953
演出,10,6954
桃子,10,6955
贵店,10,6956
头上,10,6957
肉燥,10,6958
试过,10,6959
伴着,10,6960
不柴,10,6961
2016,10,6962
中原,10,6963
今后,10,6964
采用,10,6965
纯肉,10,6966
开启,10,6967
冲击,10,6968
安全,10,6969
欧式,10,6970
冰袋,10,6971
亮堂,10,6972
大半,10,6973
打碎,10,6974
台塑,10,6975
供选择,10,6976
繁华,10,6977
75,10,6978
陷,10,6979
指定,10,6980
愉悦,10,6981
吃客,10,6982
周年,10,6983
公仔,10,6984
･,10,6985
开会,10,6986
鲜芋,10,6987
丑,10,6988
根据地,10,6989
流连忘返,10,6990
感慨,10,6991
─,10,6992
紧致,10,6993
奇特,10,6994
把握,10,6995
杂,10,6996
反馈,10,6997
红辣椒,10,6998
偏向,10,6999
年前,10,7000
瑞士,10,7001
一件,10,7002
不仅仅,10,7003
乱糟糟,10,7004
棍,10,7005
瓦罐,10,7006
辣白菜,10,7007
大致,10,7008
压力,10,7009
蔓越莓,10,7010
一号线,10,7011
少点,10,7012
墙面,10,7013
沿街,10,7014
一桶,10,7015
壮观,10,7016
白玉,10,7017
吃饭时间,10,7018
出售,10,7019
领到,10,7020
025,10,7021
霜降,10,7022
忌口,10,7023
还贵,10,7024
具有,10,7025
榴莲果,10,7026
码头,10,7027
自信,10,7028
唯有,10,7029
悠闲,10,7030
避开,10,7031
冷漠,10,7032
少冰,10,7033
重头戏,10,7034
不比,10,7035
歌舞,10,7036
黑啤,10,7037
這麼,10,7038
大红,10,7039
二十,10,7040
四颗星,10,7041
顶上,10,7042
玻璃窗,10,7043
水里,10,7044
猪肘,10,7045
次数,10,7046
场地,10,7047
话剧,10,7048
作用,10,7049
蒸熟,10,7050
大爷,10,7051
直,10,7052
企业,10,7053
以内,10,7054
花心思,10,7055
应有,10,7056
油里,10,7057
桂圆,10,7058
请客吃饭,10,7059
电子,10,7060
皆,10,7061
几步,10,7062
鞋子,10,7063
鸡胸肉,10,7064
鼓励,10,7065
如同,10,7066
厚多士,10,7067
资,10,7068
中央,10,7069
冰冻,10,7070
这年头,10,7071
牙口,10,7072
ˊ,10,7073
淡淡,10,7074
蟑螂,10,7075
怠慢,10,7076
b,10,7077
散发,10,7078
这方面,10,7079
滚烫,10,7080
帶,10,7081
桌点,10,7082
客,10,7083
011,10,7084
̴,10,7085
华丽,10,7086
绿豆芽,10,7087
老官,10,7088
贵州,10,7089
洗手,10,7090
活蹦乱跳,10,7091
兔子,10,7092
店蛮,10,7093
第一桌,10,7094
理论,10,7095
吃吃喝喝,10,7096
武汉,10,7097
几句,10,7098
协调,10,7099
地步,10,7100
屁颠,10,7101
战斗机,10,7102
这碗,10,7103
pancake,10,7104
好几遍,10,7105
著名,10,7106
考,10,7107
罐头,10,7108
鲜鲜,10,7109
选项,10,7110
和谐,10,7111
て,10,7112
好几,10,7113
口中,10,7114
闺蜜们,10,7115
小猪,10,7116
鳗,10,7117
退款,10,7118
指望,10,7119
烧菜,10,7120
美景,10,7121
少不了,10,7122
🍞,10,7123
暧昧,10,7124
记不清,10,7125
最起码,10,7126
异域,10,7127
商户,10,7128
协信,10,7129
极致,10,7130
忐忑,10,7131
次来,10,7132
粗面,10,7133
韩,10,7134
肉味,10,7135
优越,10,7136
酱香,10,7137
角,10,7138
表达,10,7139
啫,10,7140
本着,10,7141
一阵,10,7142
板筋,10,7143
一时,10,7144
豆腐干,10,7145
船面,10,7146
拆,10,7147
文火,10,7148
吞,10,7149
精肉,10,7150
外边,10,7151
退单,10,7152
糖浆,10,7153
牛羊,10,7154
鱼生,10,7155
东路,10,7156
半杯,10,7157
研究,10,7158
当做,10,7159
楼层,10,7160
M,10,7161
淀粉,10,7162
猪猪,10,7163
圣女,10,7164
012,10,7165
不配,10,7166
油煎,10,7167
四号线,10,7168
苏浙,10,7169
沙沙,10,7170
冬笋,10,7171
蛋汤,10,7172
人品,10,7173
大道,10,7174
充分,10,7175
起卖,10,7176
歉意,10,7177
抢购,10,7178
仙霞路,10,7179
缓解,9,7180
路程,9,7181
bb,9,7182
聽,9,7183
亲和力,9,7184
口号,9,7185
情有独钟,9,7186
带去,9,7187
来时,9,7188
婷婷,9,7189
性價,9,7190
˘,9,7191
生硬,9,7192
舞,9,7193
吵杂,9,7194
补货,9,7195
新语,9,7196
放下,9,7197
清净,9,7198
油饭,9,7199
自动扶梯,9,7200
两三次,9,7201
盖住,9,7202
辣辣,9,7203
时令,9,7204
皮厚,9,7205
轻,9,7206
不问,9,7207
满头大汗,9,7208
各有,9,7209
这下,9,7210
实属,9,7211
食肉,9,7212
一点多,9,7213
不重,9,7214
先来,9,7215
瞎,9,7216
赏心悦目,9,7217
第二个,9,7218
膻,9,7219
冰红茶,9,7220
适当,9,7221
长寿路,9,7222
很强,9,7223
阵子,9,7224
左转,9,7225
贵在,9,7226
鱼腩,9,7227
｡,9,7228
数一数二,9,7229
烩,9,7230
涮锅,9,7231
迷,9,7232
这盘,9,7233
南瓜饼,9,7234
半斤,9,7235
自觉,9,7236
96,9,7237
中到,9,7238
百,9,7239
充值卡,9,7240
吞拿鱼,9,7241
仪式,9,7242
文字,9,7243
叉,9,7244
接触,9,7245
城隍庙,9,7246
节日,9,7247
复兴,9,7248
放过,9,7249
区分,9,7250
言归正传,9,7251
二两,9,7252
图个,9,7253
小型,9,7254
榛果,9,7255
纯天然,9,7256
夹起来,9,7257
装逼,9,7258
甜到,9,7259
五角,9,7260
象,9,7261
鸟贝,9,7262
路站,9,7263
餐位,9,7264
搞不懂,9,7265
酒家,9,7266
傻眼,9,7267
各有特色,9,7268
white,9,7269
叉烧饭,9,7270
香米,9,7271
奶泡,9,7272
略有不同,9,7273
钟头,9,7274
有味,9,7275
生煎包,9,7276
江桥,9,7277
顶楼,9,7278
六,9,7279
提味,9,7280
午时,9,7281
地下室,9,7282
鸡米花,9,7283
易,9,7284
那条,9,7285
兴冲冲,9,7286
新梅,9,7287
混在,9,7288
购物,9,7289
臊子,9,7290
清汤寡水,9,7291
错觉,9,7292
价目表,9,7293
夹杂着,9,7294
回事,9,7295
不太甜,9,7296
海带丝,9,7297
hin,9,7298
能否,9,7299
刮,9,7300
浸泡,9,7301
前几次,9,7302
四色,9,7303
胚,9,7304
腔调,9,7305
现磨,9,7306
勾兑,9,7307
一团,9,7308
加大,9,7309
算得,9,7310
豆粉,9,7311
沈,9,7312
备注,9,7313
欲望,9,7314
酱菜,9,7315
桌布,9,7316
开开心心,9,7317
回锅,9,7318
虾皮,9,7319
师,9,7320
长大,9,7321
限,9,7322
每隔,9,7323
忘返,9,7324
覺得,9,7325
别点,9,7326
欣慰,9,7327
西红柿,9,7328
震撼,9,7329
烫烫,9,7330
铁盘,9,7331
打烊,9,7332
手段,9,7333
霜,9,7334
兑水,9,7335
很全,9,7336
骨肉相连,9,7337
实,9,7338
打底,9,7339
茉莉,9,7340
不谈,9,7341
四人位,9,7342
处处,9,7343
不冰,9,7344
十五个,9,7345
骚味,9,7346
这菜,9,7347
关东煮,9,7348
肉香,9,7349
还原,9,7350
撞,9,7351
怎麼,9,7352
很勤,9,7353
一家子,9,7354
整,9,7355
说来,9,7356
全国,9,7357
更佳,9,7358
避免,9,7359
怀石,9,7360
叠加,9,7361
帕里,9,7362
圈里,9,7363
二刷,9,7364
玉米片,9,7365
APP,9,7366
紫色,9,7367
っ,9,7368
按着,9,7369
例如,9,7370
奶黄包,9,7371
卡布,9,7372
蒸菜,9,7373
没吃出,9,7374
李,9,7375
现蒸,9,7376
從,9,7377
韩剧,9,7378
看吧,9,7379
获得,9,7380
坐定,9,7381
溅,9,7382
凳子,9,7383
pass,9,7384
橄榄,9,7385
堪比,9,7386
陇,9,7387
罗马,9,7388
考伯,9,7389
金边,9,7390
高点,9,7391
失去,9,7392
宫廷,9,7393
黑加仑,9,7394
硬生生,9,7395
雷区,9,7396
先去,9,7397
河,9,7398
搭配着,9,7399
满满当当,9,7400
早日,9,7401
肉丁,9,7402
午茶,9,7403
交给,9,7404
计划,9,7405
仙气,9,7406
020,9,7407
吃豆腐,9,7408
发腻,9,7409
开心果,9,7410
没变,9,7411
嘞,9,7412
扑面而来,9,7413
新增,9,7414
相关,9,7415
🐟,9,7416
腌过,9,7417
手握,9,7418
黄包,9,7419
青岛,9,7420
邀请,9,7421
黄桃,9,7422
通道,9,7423
硬度,9,7424
减去,9,7425
三款,9,7426
日语,9,7427
蟹子,9,7428
偏老,9,7429
觉,9,7430
有滋有味,9,7431
大姐,9,7432
红包,9,7433
偏硬,9,7434
三百多,9,7435
地处,9,7436
别有,9,7437
炸酱,9,7438
嗎,9,7439
迎合,9,7440
四人桌,9,7441
问要,9,7442
莫名其妙,9,7443
性,9,7444
结实,9,7445
我心,9,7446
间隙,9,7447
碎片,9,7448
隔天,9,7449
龙,9,7450
太生,9,7451
暖心,9,7452
都还没,9,7453
回购,9,7454
生气,9,7455
吃遍,9,7456
服務生,9,7457
饮料店,9,7458
六人,9,7459
标志,9,7460
女友,9,7461
很纯,9,7462
切下来,9,7463
芯,9,7464
再带,9,7465
猜,9,7466
龙井,9,7467
安福,9,7468
参差不齐,9,7469
熬出来,9,7470
K11,9,7471
晃,9,7472
一鱼,9,7473
儿时,9,7474
点前,9,7475
嫩度,9,7476
厨,9,7477
虾线,9,7478
赶人,9,7479
营造,9,7480
花头,9,7481
做工,9,7482
了不起,9,7483
普洱茶,9,7484
大米,9,7485
界,9,7486
尝到了,9,7487
推广,9,7488
较大,9,7489
买到,9,7490
雪山,9,7491
成正比,9,7492
差价,9,7493
芯子,9,7494
巴,9,7495
红唇,9,7496
茄汁,9,7497
脂肪,9,7498
理所当然,9,7499
红心,9,7500
火鍋,9,7501
欢乐颂,9,7502
抬头,9,7503
鸡条,9,7504
顺着,9,7505
餐食,9,7506
名称,9,7507
很脏,9,7508
襄阳,9,7509
巷子深,9,7510
豆干,9,7511
撇开,9,7512
糊糊,9,7513
马兰头,9,7514
點,9,7515
撩,9,7516
高逼格,9,7517
金刚,9,7518
第一份,9,7519
扶墙,9,7520
取餐,9,7521
排风,9,7522
断,9,7523
夏朵,9,7524
活力,9,7525
攋,9,7526
燕窝,9,7527
东京,9,7528
判断,9,7529
检查,9,7530
清真,9,7531
及其,9,7532
適合,9,7533
蛇肉,9,7534
太普通,9,7535
先进,9,7536
梅,9,7537
前天,9,7538
不好不坏,9,7539
爽气,9,7540
杏仁茶,9,7541
浓缩,9,7542
花钱买,9,7543
没太大,9,7544
拿手,9,7545
浜,9,7546
WiFi,9,7547
海瓜子,9,7548
蕉叶,9,7549
臭臭,9,7550
原生态,9,7551
钱包,9,7552
家住,9,7553
一分钟,9,7554
略淡,9,7555
芋泥,9,7556
二话不说,9,7557
吃不来,9,7558
凶,9,7559
吃进,9,7560
难看,9,7561
老干妈,9,7562
總體,9,7563
一波,9,7564
古镇,9,7565
七楼,9,7566
虾头,9,7567
130,9,7568
无力,9,7569
小东西,9,7570
笋干,9,7571
事儿,9,7572
根本就是,9,7573
费力,9,7574
小妹妹,9,7575
整理,9,7576
连汤,9,7577
点火,9,7578
这回,9,7579
夏利,9,7580
劲儿,9,7581
后点,9,7582
自身,9,7583
精髓,9,7584
白酒,9,7585
倒入,9,7586
3.8,9,7587
76,9,7588
党,9,7589
散开,9,7590
掌柜的,9,7591
配点,9,7592
代替,9,7593
这时候,9,7594
油脂,9,7595
有加,9,7596
团建,9,7597
口香糖,9,7598
申花,9,7599
容纳,9,7600
苦涩,9,7601
面量,9,7602
眼神,9,7603
三碗,9,7604
夜市,9,7605
更大,9,7606
鹿港,9,7607
稍显,9,7608
鲜辣,9,7609
而成,9,7610
欧包,9,7611
必吃,9,7612
两百多,9,7613
星期六,9,7614
称赞,9,7615
狭小,9,7616
东,9,7617
三人行,9,7618
招商银行,9,7619
嘤,9,7620
不口,9,7621
momo,9,7622
皮是,9,7623
比较简单,9,7624
野菌,9,7625
落地,9,7626
哼,9,7627
帅气,9,7628
屎,9,7629
炎炎夏日,9,7630
安安静静,9,7631
海陆,9,7632
卡乐星,9,7633
西米,9,7634
随手,9,7635
满溢,9,7636
380,9,7637
到时候,9,7638
回复,9,7639
讲话,9,7640
八点半,9,7641
数,9,7642
养,9,7643
海盗,9,7644
图书馆,9,7645
停电,9,7646
大学城,9,7647
不理,9,7648
懵,9,7649
造成,9,7650
皮包,9,7651
正是,9,7652
半到,9,7653
帅帅,9,7654
正合适,9,7655
眉毛,9,7656
挨着,9,7657
紧凑,9,7658
实话,9,7659
平台,9,7660
老家,9,7661
尊重,9,7662
赤坂,9,7663
愛,9,7664
大胃,9,7665
香醇,9,7666
吾,9,7667
潮流,9,7668
强制,9,7669
遍地,9,7670
們,9,7671
红椒,9,7672
👾,9,7673
做个,9,7674
小鸡,9,7675
cake,9,7676
get,9,7677
今儿,9,7678
炝,9,7679
大打折扣,9,7680
冰鲜,9,7681
荟萃,9,7682
夫人,9,7683
点才,9,7684
送给,9,7685
帮烤,9,7686
档,9,7687
摸,9,7688
比肉,9,7689
乳猪,9,7690
🌟,9,7691
下手,9,7692
勇,9,7693
兜兜,9,7694
好长时间,9,7695
乌鸡,9,7696
角度,9,7697
豆乳,9,7698
面饼,9,7699
售完,9,7700
扯,9,7701
玩意,9,7702
考试,9,7703
天泰,9,7704
这件,9,7705
早晚,9,7706
😊,9,7707
仲盛,9,7708
不會,9,7709
体重,9,7710
果味,9,7711
闲聊,9,7712
进场,9,7713
第一名,9,7714
正中,9,7715
分层,9,7716
转盘,9,7717
据点,8,7718
赠品,8,7719
鱼排,8,7720
那麼,8,7721
哪有,8,7722
一栋,8,7723
京葱,8,7724
蛋白质,8,7725
粗细,8,7726
人开,8,7727
桃园,8,7728
鲜活,8,7729
不妨,8,7730
蓬松,8,7731
来次,8,7732
越大,8,7733
大杂烩,8,7734
缺货,8,7735
信赖,8,7736
爆发,8,7737
提鲜,8,7738
太脏,8,7739
大街,8,7740
米左右,8,7741
四十,8,7742
4.8,8,7743
合作,8,7744
物,8,7745
一座,8,7746
上团,8,7747
儿童节,8,7748
三号,8,7749
西葫芦,8,7750
伴随,8,7751
旅行,8,7752
｀,8,7753
服务满意,8,7754
却说,8,7755
没说,8,7756
妈咪,8,7757
院子,8,7758
太挤,8,7759
多要,8,7760
西柚汁,8,7761
一目了然,8,7762
算错,8,7763
解暑,8,7764
生日快乐,8,7765
顺便去,8,7766
微苦,8,7767
娜,8,7768
蒸锅,8,7769
习惯性,8,7770
搬走,8,7771
配备,8,7772
海皇,8,7773
工艺,8,7774
恐惧症,8,7775
亏,8,7776
镇店,8,7777
酱肉,8,7778
280,8,7779
😃,8,7780
花生粉,8,7781
加进去,8,7782
姜丝,8,7783
留给,8,7784
牛扒,8,7785
盐水鸭,8,7786
擀面,8,7787
亲朋好友,8,7788
火车站,8,7789
点钟,8,7790
怪异,8,7791
红豆冰,8,7792
几点,8,7793
国内,8,7794
馅饼,8,7795
陈,8,7796
媲美,8,7797
童子鸡,8,7798
人少点,8,7799
杂面,8,7800
烤羊肉,8,7801
勺,8,7802
收藏夹,8,7803
涮羊肉,8,7804
桥,8,7805
珠,8,7806
玉米粒,8,7807
每块,8,7808
͒,8,7809
韩国菜,8,7810
香气扑鼻,8,7811
买回去,8,7812
保安,8,7813
服務態度,8,7814
▪,8,7815
多芒,8,7816
留言,8,7817
很贵,8,7818
這裡,8,7819
鱼香茄子,8,7820
位费,8,7821
看球,8,7822
之宝,8,7823
忧伤,8,7824
单单,8,7825
汽车,8,7826
前一天,8,7827
吮,8,7828
飲料,8,7829
不太值,8,7830
腌笃鲜,8,7831
工厂,8,7832
星尚,8,7833
中信,8,7834
付费,8,7835
报道,8,7836
兴奋,8,7837
蒲烧,8,7838
嫩豆腐,8,7839
最小,8,7840
轻食,8,7841
保存,8,7842
鱼香肉丝,8,7843
西安,8,7844
双层,8,7845
马拉,8,7846
赶过来,8,7847
没带,8,7848
海鮮,8,7849
纸盒,8,7850
慵懒,8,7851
有史以来,8,7852
递,8,7853
集体,8,7854
特力屋,8,7855
姜味,8,7856
叫好,8,7857
分不清,8,7858
我爸,8,7859
欠佳,8,7860
海边,8,7861
度过,8,7862
⁾,8,7863
果不其然,8,7864
anyway,8,7865
酷酷,8,7866
太暗,8,7867
贡丸,8,7868
发酵,8,7869
尽,8,7870
很会,8,7871
酷乐冰,8,7872
恰好,8,7873
熏,8,7874
后门,8,7875
虾米,8,7876
炸腐皮,8,7877
.........,8,7878
之旅,8,7879
珍宝,8,7880
有配,8,7881
打牙祭,8,7882
整天,8,7883
女神,8,7884
牛腱,8,7885
冷藏,8,7886
湿纸巾,8,7887
嘴唇,8,7888
略偏,8,7889
抢光,8,7890
连连,8,7891
太近,8,7892
難,8,7893
调和,8,7894
偏小,8,7895
有点累,8,7896
冒汗,8,7897
不加,8,7898
虹泉路,8,7899
四五个,8,7900
无表情,8,7901
情,8,7902
增,8,7903
赠,8,7904
仅限,8,7905
合影,8,7906
降温,8,7907
010,8,7908
收尾,8,7909
电风扇,8,7910
细细,8,7911
蔡嘉,8,7912
甜蜜,8,7913
芝麻糊,8,7914
代,8,7915
别墅,8,7916
一点半,8,7917
太短,8,7918
龙头,8,7919
有膏,8,7920
款式,8,7921
长宁,8,7922
骨盘,8,7923
实足,8,7924
舔,8,7925
盒饭,8,7926
两星,8,7927
别错过,8,7928
跑来跑去,8,7929
隔音,8,7930
使,8,7931
包饼,8,7932
互相,8,7933
態度,8,7934
好太多,8,7935
⁄,8,7936
香椿,8,7937
试了试,8,7938
好面,8,7939
少有,8,7940
失误,8,7941
球迷,8,7942
足球,8,7943
者,8,7944
借鉴,8,7945
伞,8,7946
罐,8,7947
黑乎乎,8,7948
苏打,8,7949
星期一,8,7950
带劲,8,7951
湾,8,7952
夹杂,8,7953
不禁,8,7954
靠垫,8,7955
买不到,8,7956
发出,8,7957
三拼,8,7958
house,8,7959
醒,8,7960
漏勺,8,7961
椰丝,8,7962
这杯,8,7963
148,8,7964
晶莹剔透,8,7965
转弯,8,7966
入店,8,7967
端菜,8,7968
较差,8,7969
樓,8,7970
木桶,8,7971
大包,8,7972
薯角,8,7973
完餐,8,7974
说完,8,7975
顺道,8,7976
粉冲,8,7977
小酒,8,7978
法餐,8,7979
哪怕,8,7980
人理,8,7981
要个,8,7982
古羊路,8,7983
も,8,7984
大乐,8,7985
没能,8,7986
翅膀,8,7987
江,8,7988
soho,8,7989
影院,8,7990
が,8,7991
长棍,8,7992
筒,8,7993
梦龙,8,7994
